,ad,terkibi,hazirlanmasi,img_url,label,yemek_id
1478,Azadlıq plovu, bütün toyuq sinəsi  düyü  kərə yağı  dolmalıq fıstıq  quş üzümü yerköküDəfnə yarpağıDənə istiotDuzSuDuru yağ,"Toyuq döşləri yuyuruq və qazana alırıq. Suyunu qoyuruq. İçinə dəfnə yarpağı və dənə qara bibəri qoyuruq. Duzunu da atırıq və qapağını örtərək qaynadırıq. Toyuq bişəndə suyunu süzüb plov üçün ayırırıq. Toyuğu da soyumağa qoyuruq. Toyuq soyuyanda didiyoruz. Duz və istiotla qarışdırırıq.Kökləri soyuyoruz və xırda kub şəklində doğrayırıq. Kiçik bir qazanda yerkökü qaynadırıq. İki kiçik tavaya duru yağ tökürük, birində quş üzümünü birində dolmalıq fıstığı qovururuq. Düyü yaxşıca yuyub süzürük. Qazana kərə yağı qoyuruq. Düyü qovurmaya başlayırıq. Toyuq suyunu və duzunu tökürük, qapağını bağlayaraq zəif odda bişiririk.Plov-umuz bişəndə sakitləşdiririk. Plov qazanda, kənardan başlayaraq bir sıra xalqa şəklində yerkökü qoyuruq. Bir zaman dolmalıq fıstıq, bir zaman da quş üzümü qoyuruq. Tam ortaya da didilmiş toyuğu qoyaraq xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446589354_dadli.jpg,Quru yemekleri,306831
1479,Nar suyunda quzu qovurması - FOTO RESEPT, q qoyun əti  ml təzə sıxılmış turş nar suyu  baş soğan  ç.q. zirə  ç.q. keşniş toxumuduz x.q. nar dənəsi göyərti  qabıqlı bişmiş kartof  dənəvər istiot ,"Zirə, keşniş toxumu, dənəvər istiotu həvəngdəstədə yüngülcə döyün. Narın şirəsini sıxın (1 narın şirəsi, əgər yaxşı sıxmısınızsa, 4 pay əti marinə etməyə yetir).Bu şirəni ətə çəkin. Üzərinə ədviyyat səpib soyuducuda 2 saat saxlayın.Kartofu suda qabıqlı bişirin. Soyudub təmizləyin, fal-fal doğrayın.Kvadrat (35x35 sm) kəsilmiş folqanın üzərinə kartof dilimlərini düzün. Duzlayın. Əti üstünə qoyun.Üzərinə halqa doğranmış soğan düzüb duz vurun. Yağ əlavə etmək gərək deyil, çünki qoyun əti onsuz da yağlıdır. Folqanı bükün. Siniyə qoyub 180 dərəcə qızdırılmış sobada 1 saat bişirin. (Bir neçə pay edəcəksinizsə, hər pay üçün ayrıca 35x35 sm ölçüdə folqa götürün).Süfrəyə verəndə ətin yanına kartofla soğanı düzün, folqanın içində qalan sousu ətin üzərinə gəzdirin. Hətta elə folqanın içində də süfrəyə verə bilərsiniz. Üzərinə göyərti və nar dənələri səpin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447578985_dadli.jpg,Quru yemekleri,714743
1480,Vişnə şirəsilə qulyaj,Dana əti:  amQuru soğan:  amVişnə suyu:  mlXiyar turşusu suyu:  mlUn:  amDuzİstiot,Xörəyi hazırlamaq üçün əvvəlcə dana ətini kub formasında tikələr halında doğrayırıq. Bundan sonra kub formasında doğradığımız dana ətinə bir çimdik duz və istiot vururuq.Bir tavaya yağ qoyuruq. Yağ olan tavaya duz və istiot vurub qarışdırdığımız kub şəkilli ətləri əlavə edirik. Yağlı tavada ətimizi qəhvərəngi olana qədər qızardırıq.Ət qızardıqdan sonra tavaya vişnə şirəsi də əlavə edirik. Yeməyi vam odda təqribən bir saat qaynadırıq.Bundan sonra qulyaja xiyar turşusu suyu da əlavə edirik. Xörəyin əti yumşalana qədər yenə də vam odda qaynadırıq.Soğanları doğrayırıq. Doğradığımız soğanları unlayırıq və sonra qızardırıq.Yeməyi süfrəyə verərkən üzərinə qızarmış soğan da əlavə edilir və bu şəkildə servis edilir.Nuş olsun!,http://dadli.az/uploads/posts/2015-08/1439142474_dadli.jpg,Quru yemekleri,510065
1481,Sobada ballı toyuq qanadı,  toyuq qanadı  ketçup  mayonez  balzövqə görə duzzövqə görə istiotçörək qırıntısı (suxariki) – irilərindən olsa daha yaxşı olar,"1. Toyuq qanadlarının ucunu kəsib atın. İri bir qabda qanadlar, ketçup, mayonez, bal, duz və istiotu yaxşıca qarışdırın. Soyuducuda ən azı 4 saat saxlayın (gecədən səhərə kimi qalsa, daha yaxşı olar).2. İri listin dibinə kalka kağızı (baking paper) sərin. Çörək qırıntılarını dəyaz biz qaba qoyun.3.Qanadların hər tərəfini qırıntıya batırıb listə düzün.4. 200C-lik sobada təxminən 40 dəqiqə ərzində, və yaxud qanadlar bişib üstləri qızarana kimi bişirin.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445008580_dadli.jpg,Quru yemekleri,105510
1482,Meyvəli qabırğa,"  quru gavalı, şirniyyat qaşığı darçın, stəkan  süd, şirniyyat qaşığı duz,  un,  alma  toz şəkər,  qabırga,Bir az yağsız krem,Duz,","Qabırgaların hər iki tərəfini  duz, şəkər və darçınla ovalayın.Almaları altıya bölün.İki qabırganın ortasına iç olaraq bir dənə alma dilimi və bir gavalı qoyun.Dağılmasının qarşısını  almaq üçün  qabırgaları bir-birinə bağlayın.Bir tavada kərə yağını əridin.Qabırgaların iki tərəfının də  rəngi dönənə qədər qızardın.Tavanın dibini örtəcək qədər su tökün.275-300 dərəcə qızdırılmış  fırında qabırgaların yanmasının qarşısını  almaq üçün ara -sıra su qataraq 2, 5 saat  bişirin.Fırından çıxardıb tavadan alın.Sosu hazırlayana qədər  soyumasın.Tavada qalan yemək suyuna un qatıb  qatı bir qarışıq əldə edənə qədər qarışdırın.Tavanı  vam odda qoyub  yavaş-yavaş süd və kremi  qatın.Sos çok qatılaşarsa südlə durulaşdırın. Qaynayana qədər qarışdırın.Duz vəistiotu əlavə edin.Qabırgaları bağlayıbsınızsa  ipləri kəsməyi unutmayın.Qabırganın üzərinə bir az sos töküb  qalansosu da bişmiş təzə  kartofun üzərinə  masada tökmək üçün sos qabında  süfrəyə verin.Nuş olsun!",http://dadli.az/uploads/posts/2015-07/1438364440_dadli.jpg,Quru yemekleri,874306
1483,Qarabaşaq və göbələkçlikli toyuq döşü - FOTO RESEPT,  toyuq filesi st. qarabaşaq yarması (eçka) st. su q şampinyon  baş soğan  ml %-li qaymaq  x.q. bitki yağı x.q. kərə yağıduzqara istiot ,"Qarabaşağı axar soyuq su ilə yuyun. Tavaya 2 st. su tökün, qaynara düşəndə duz və qarabaşaq yarması əlavə edin. Qaynamağa başlayanda ocağı azaldın, tavaın qapağını qoyub suyu tam çəkilincə bişirin. İri tavada bitki  və kərə yağlarını qızdırın, xırda doğranmış soğanı töküb qızılı rəng alanadək qovurun. Fal-fal doğranmış göbələyi əlavə edib qovurun, göbələyin suyu çəkilənəcən bişirin. Duz, istiot vurun. Qarabaşağı göbələyin az bir hissəsi ilə qarışdırın. Filenin ortasında iti bıçağın köməyi ilə kəsiklər edin (dibinədək kəsməyin), qayıq kimi yer açın. Ətin hər tərəfinə duz-istiot qarışığı çəkin. İçinə qarabaşaqla qarışdırılmış göbələk qoyun, kəsib çıxardığınız ""qapağı"" üstünə yerləşdirin. Adi, yaxud qril-tavada iki x.q. bitki yağını qızdırın, filelərin hər iki üzünü qızılı rəng alanadək qovurun. Tavadakı qalan göbələyi ocağın üstə qoyub, üzərinə qaymaq tökün, qaynara düşəndə duz-istiot qatın. Qızartdığınız toyuq filelərini içinə yerləşdirib qapağını örtün, 10 dəqiqə bişirin. Nuş olsun! ",http://dadli.az/uploads/posts/2015-12/1450976657_dadli.jpg,Quru yemekleri,320906
1484,Belin böyrək hissəsindən kabab,"Hər payına:  qoyun əti, q qoyun böyrəyi, q baş soğan, q göy soğan, q kərə yağı, q cəfəri, q sumaq,istiot,duz.",Belin böyrək hissəsinin əti soyulub azacıq yastılanır və bundan bir tikə kəsilib dörd yerdən yarılır. Böyrəklə isə pərdədən azad edilib yuyulur. Ət böyrəklələ birlikdə şişə taxılıb duzlanır və üstünə yağ çilənərək manqalda kömür üzərində qızardılır. Süfrəyə verilən zaman yanına adi tikə kabab üçün olduğu kimi göyərti qoyulur.Nuş olsun!,http://dadli.az/uploads/posts/2015-08/1438853813_dadli.jpg,Quru yemekleri,367782
1485,Alma sirkəsində marinə edilmiş skumbriya," dondurulmuş skumbriyasoğan  ml su mixək- dənəvər qara istiot/ ç.q. üyüdülmüş ağ istiot çimdik keşniş toxumu ç.q. duz, ç.q. şəkər tozu x.q. bitki yağı, x.q. alma sirkəsi","Skumbriyanı təmizləyib doğrayın.Suyu qaynadın, duz, şəkər tozu, mixək, dənəvər və üyüdülmüş istiot, keşniş toxumu, yağ əlavə edib vam odda bişirin, qaynara düşəndən 1 dəqiqə sonra sirkə töküb ocaqdan götürün. Soyudun. Soğanı yarımhalqa doğrayın. Balığı soğanla birlikdə dərin qaba yığıb üzərinə soyumuş marinadı tökün. 1 sutka saxlayın. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447577331_dadli.jpg,Quru yemekleri,382675
1486,Yerkökü və göbələkli kartof dolması, q şampinyon iri kartof yerkökü baş soğan q pendir q mayonez q bitki yağı,"Kartofu yuyun, uzununa iki yerə bölün. Bıçaq və çay qaşığının köməyilə içini oyun.Göbələyi xırda doğrayın.Yerkökünü sürtgəcin iri gözündən keçirin.Soğanı xırda doğrayın.Kartofun oyub çıxardığınız içini də doğrayın.Pendiri sürtgəcin iri gözündən keçirin.Qızdırılmış tavaya bitki yağı töküb şampinyonu, yerkökünü, xırdaladığınız kartof içini, soğanı əlavə edin, orta itilikli odda 8-10 dəqiqə qovurun.Bu qarışığa sürtgəcdən keçirilmiş pendir, mayonez qatıb qarışdırın.İçi oyulmuş kartofların içini doldurun, yağlanmış siniyə düzün. 180 dərəcə qızdırılmış sobada 40 dəqiqə bişirin. Nuş olsun!",http://dadli.az/uploads/posts/2015-06/1434967016_dadli.jpg,Quru yemekleri,641717
1487,Sucuqlu yumurta,/ sucuq  yumurtasu,"Sucuqları halqa şəklində doğrayıb tavaya səliqə ilə düzün.Sonra sucuqların üzərini örtəcək qədər su qoyun və ocağı yandırın.Sucuqlar burada suyu özüə çəkib yumşaldığı müddətdə siz yumurtaların ağı ilə sarısını bir – birindən ayırın.Suyu cəkən sucuqların əvvəlcə bir tərəfini, sonra isə o biri tərəfini yüngülcə qızardın.Yumurtaların əvvəlcədən ayırdığınız ağını sucuqların üzərinə əlaə edin və tavanın qapağını örtün.Sucuğun üzərindəki yumurtanın ağı bişmək üzrəykən əvvəlcədən ayırdığınız yumurtaların sarısını da buraya əlavə edirik.Yumurtanın sarısı da çox qısa müddət bişdikdən sonra sucuqlu yumurta hazırdır.Yeməyimisi süfrəyə vermək olar.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1439799214_dadli.jpg,Quru yemekleri,771465
1488,"Yunan qabaq (kabaçok, zukini) piroqu","/ stəkan zeytun yağı stəkan xırda doğranmış yaşıl soğan qabaq (kabaçok, zukini) – təxminən  am, kubiklərə doğranmış iyi yumurta stəkan qatıq (süzülmüş, susuz olmalıdır, turş olmamalıdır) stəkan un  qabartma tozu (baking powder) stəkan ovulmuş və ya kiçik doğranmış Feta pendiri (Feta pendiri Yunan pendiridir. Supermaketlərinizde yoxdursa, her hansı növ duzlu ağ pendirdən istifadə edə bilərsiniz) stəkan sürtkəcdən keçirilmiş Kasseri pendiri (Yunanıstanın kasseri pendiri Türkiyədə bilinən Kaşar pendiridir. Mozzarella pendiri ile əvəz oluna bilər) stəkan xırda doğranmış şüyüd və ya cəfəri (mən cəfəri ilə daha çox bəyənirəm)zövqə görə istiotzövqə görə qurudulmuş qırmızı şirin bibər tozu (paprika)üzərini bəzəmək üçün qabaq dilimləri","Uzunluğu 38 cm, genişliyi isə 25 cm olan dərin soba formasını bir az yağlayın.Tavada zeytun yağını qızdırın. Soğan və qabağı əlavə edərək tez-tez qarışdıraraq yumuşalana  qədər (amma xaşıl olmasın) və suyu çəkilənə qədər təxminən 15 dəqiqə bişirin. Bir az duzlayın. Kənara qoyun.Sobanı 180˚C-dək qızdırın.Dərin bir qabda yumurtaları mikserlə yaxşıca çalın. Üzərinə qatığı əlavə edib qarışdırın. Sonra isə un və qabartma tozunu əlavə edib yaxşıca qarışdırın.Bu qarışığa pendirləri və bişmiş qabağı əlavə edib qarışdırın. Zövqə görə istiot və qırmızı bibər tozu vurun. Duzu azdırsa, bir az duz əlavə edin.Doğranmış göyərtini də əlavə edib qarışdırın. Alınan kütləni yağlanmış formaya tökün.  Üzərini qabaq dilimləriylə bəzəyin (şəkildə gördüyünüz kimi) və qırmızı bibər tozu səpin.Sobanın orta yerində təxminən 1 saat ərzində üstü qızaranadək  bişirin. Sobadan çıxartdıqdan 15 dəqiqə sonra piroqu kəsin və servis edin. Bu piroq həm isti, həm də soyuq halda süfrəyə verilə bilər.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1444492934_dadli.jpg,Quru yemekleri,416918
1489,Qaymaqlı sousda balıq küftələri - FOTO RESEPT, q balıq qiyməsi baş soğan - x.q. narın suxarı ml %-li qaymaq - q pendirbrokkoli (zövqə görə)duzağ istiot ,"Qiyməyə ət maşınından keçirilmiş, yaxud xırda doğranmış baş soğan, narın suxarı, duz-istiot qatıb yoğurun. Lazım gələrsə, suxarının qədərini artırın.  Küftə tutun.Brokkolini budaqlarına ayırın. Küftələri xırda formalara, yaxud bir iri siniyə düzün, 200 dərəcə qızdırılmış sobada 5 dəqiqə bişirin. Sous: kasada qaymaq, sürtgəcdən keçirilmiş pendir, duz-istiotu qarışdırın. Formaları (yaxud formanı) sobadan çıxarın, küftələrin arasına brokkoli düzün. Üzərinə sousu töküb 180-190 dərəcə qızdırılmış sobada 20 dəqiqə bişirin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447448882_dadli.jpg,Quru yemekleri,665828
1490,Bibərçlikli badımcan kotleti - FOTO RESEPT, bolqar bibəri orta boy badımcan  diş sarımsaq  balaca çili x.q. zeytun yağı ç.q. kəkotu yumurtaduzistiot- x.q. narın suxarıbitki yağı (qızartmaq üçün)narın suxarı (kotletləri batırmaq üçün),"Bibər və badımcanları 220 dərəcə qızdırılmış sobada 30 dəqiqə bişirin. Sonra paketə qoyub 10 dəqiqə saxlayın. Bu müddətdən sonra qabığını təmizləyin. Sarımsaq və çilini xırdalayın, bibəri də kubik doğrayıb birlikdə qarışdırın, duz, istiot, zeytun yağı və kəkotu əlavə edin. Badımcanı blenderdə xırdalayın, 1 yumurta, 4-5 x.q. narın suxarı əlavə edin, duz, istiot vurub yaxşıca qarışdırın. Badımcanlı kütləni 8-10 yerə bölün. Hər birini ovcunuzda yastılayıb ortasına bibərli içlik qoyub kotlet tutun. Kotletləri suxarıya batırıb qızdırılmış yağda hər üzünü 3-4 dəqiqə qızardın. Süfrəyə salat və xama ilə verə bilərsiniz.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447795094_dadli.jpg,Quru yemekleri,642093
1491,Sərxoş almalar - FOTO RESEPT,"  alma (bərk, turş-şirin)  mal və ya donuz əti (yağsız)  kəvər soğanı (yalnız ağ hissəsi), ç/q xardal toxumları, ç/q qurudulmuş kəklikotu  quşüzümü (dondurulmuş) ml qırmızı şərab (kəmşirin),  limon qabığı, ç/q darçın (üyüdülmüş)zövqə görə duz","1. Mümkün qədər eyni ölçüdə olan olan almaların qabıqları soyulur (quyruğu qalmaqla). Dəlik açılaraq tumları və içinin yumşaq hissələri ehtiyyatla çıxarılır. Yumşaq hissələri boşqabda saxlanılır.2. Ət hissələrə doğranılaraq ət-çəkən maşından keçirilir.3. Kəvər soğanı xırda doğranılır, almaların yumşaq hissələri həmçinin xırda doğranılaraq soğanla qarışdırılır.4. Ət qiyməsinə soğan, almalar, xardal toxumları, kəklikotu və zövqə görə duz əlavə edilərək qarışdırılır.5. Alınan kütlə ilə almaların içi mümkün qədər sıx doldurulur.6. Sous hazırlanır. Almaların bişəcəyi qazana quşüzümü, şəkər tozu, limon qabığı, darçın əlavə edilir və şərab tökülür. Qarışdıraraq qaynadılır.7. Almalar qaynayan sousa əlavə edilir. Qazanın qapağı bağlanaraq az odda 20 dəqiqə bişirilir. Sonra qapaq çıxarılaraq əlavə 10 dəqiqə bişirilir.8. Əgər hövsələniz çatsa almaları sousda saxlayaraq bir günlük soyuducuya yerləşdirə bilərsiniz. Və ya bişən kimi isti-isti süfrəyə vermək olar.9. Bu cür yemək həmçinin bayram süfrələrinizi bəzəyə bilər. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443888214_dadli.jpg,Quru yemekleri,727796
1492,Tərəvəzlərinçində karp balığı,",-  kq çəkidə karp-  bolqar bibəri-  soğan am göbələk, limonduz, istiot","Karp balığını yuyub, qurulayın. Balığın hər tərəfini duz və istiotla sürtün. Limonun yarısını nazik-nazik dilimləyin. Karp balığın bir tərəfində bıçaqla kəsiklər edərək, limon dilimlərini həmin o kəsiklərin içinə yerləşdirin. Qalan limonun şirəsini sıxıb, balığın üzərinə səpin.Göbələkləri 20 dəqiqə ərzində suda bişirib, duzlayın. Sonra suyunu süzüb, göbələkləri isə xırda-xırda doğrayın.Soğanı halqa formasında doğrayıb, 3 dəqiqə ərzində yağda qovurun. Sonra üzərinə xırda doğranılmış kök əlavə edib, 5 dəqiqə ərzində qızardın.Qızardılmış soğan və kökün üstünə nazik dilimlərlə doğranılmış bibərləri əlavə edərək, yenə də 5 dəqiqə ərzində bişirməyə davam edin.Bişirmək üçün xüsusi forma qabını və yaxud tavanı yağlayıb, içinə bişmiş tərəvəzləri və göbələkləri tökərək, üstündən balığı (limon dilimləri qoyulan tərəfi üzdə olmalıdır) yerləşdirin.Balığın dərisini bitki yağı ilə yaxşıca sürtüb, 180-190 dərəcə qızdırılmış sobada 30-35 dəqiqə ərzində bişirin.Balığin bişməyi onun çəkisindən asılıdır.Süfrəyə verərkən balığı göyərti və tərəvəzlərlə bəzəyin.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446412444_dadli.jpg,Quru yemekleri,803192
